url_path,views_total,views_unique
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/v3.0.0/calculate_MIH,2,2
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/v3.0.0/README.md,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/v3.0.0/ampfactors/global_ampf_v04.txt,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/v3.0.0/calculate_MIH/README.txt,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/v3.0.0/calculate_MIH/calculate_MIH_HySEA.py,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/v3.0.0,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/v3.0.0/ampfactors,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/v3.0.0/calculate_MIH/example_general,1,1
